ClusterID,Product
2,"Thank you, South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/pIDqnY4IL3"
2,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump
https://t.co/nMqeKxccv6"
2,"""@Gman0623: @realDonaldTrump @HaloOneForTrump @FoxNews @CNN @GOP I love you Trump! MAKE AMERICA GREAT AGAIN!"""
2,"""@AndrewMillerKC  We have to vote for @realDonaldTrump ! Our nation cant afford another #Bush! #MakeAmericaGreatAgain"""
2,"Great poll numbers out of @UMassAmherst. Thank you! #Trump2016 #MakeAmericaGreatAgain
https://t.co/ePlQRgjMYw"
2,"Thank you Macomb County, Michigan! #MakeAmericaGreatAgain #Trump2016 https://t.co/9TBvy6obcE"
2,"My honor, thank you.  https://t.co/0wKLnSIss6"
2,"Thank you Evansville, Indiana!
#MakeAmericaGreatAgain https://t.co/Fn8ClNjUtr"
2,"#MakeAmericaGreatAgain #Trump2016
https://t.co/aANxirUJJD https://t.co/VlMynYN3sd"
2,Thank you! https://t.co/aYbOob1kiT
2,"#Trump2016 #IACaucus Finder:
https://t.co/ANvTcZqfOq https://t.co/thNiQh0nY6"
2,#AmericaFirst #ImWithYou https://t.co/iEcnnlJ728
2,"#IACaucus #CaucusForTrump
https://t.co/xGDPwblTQC"
2,MAKE AMERICA GREAT AGAIN!
2,Thank you Alex!  https://t.co/c2uIa7mndP
2,"""@CFT1: .@realDonaldTrump Great interview on @CNN @donlemon @CNNTonight #MakeAmericaGreatAgain #Trump2016 #TRUMP"""
2,"""@JaredChristophr: Donald Trump is the only person that can make this country great again @realDonaldTrump"" I fully agree!"
2,"Thank you America! #Trump2016
https://t.co/tiExz8YhFT https://t.co/Hkt3YNccb0"
2,Drudge Poll on who won the 3rd #GOPDebate. Thank you! https://t.co/lCdolIJMsL
2,"AN AMERICA FIRST ENERGY PLAN
#MakeAmericaGreatAgain #Trump2016
https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no"
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/CLhqgybbYR
2,Thank you Laura!  https://t.co/C1GHUJazn0
2,"THANK YOU NEVADA!
#Trump2016 #MakeAmericaGreatAgain
@Snapchat!
Username: realdonaldtrump
https://t.co/e0HX1zekX8 https://t.co/uVBGpXzICo"
2,Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK
2,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM
2,"""@burgettn: @AB1132 @realDonaldTrump its the only way we can make America great again."""
2,Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/vP3eqF3Zbb
2,".@ABCPolitics #GOPDebate
#MakeAmericaGreatAgain #FITN https://t.co/jM6wrUGQox"
2,"""@KatrinaPierson: #MakeAmericaGreatAgain #Trump2016 https://t.co/Aja00L81uf""  Katrina, great job on @FoxNews last night!"
2,"""@squirtlong: @realDonaldTrump @foxandfriends Trumps the Man of 2016!"""
2,"Thank you Portland, Maine!
#MakeAmericaGreatAgain
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw"
2,"Thank you! #GOPDebate
MakeAmericaGreatAgain
https://t.co/u6bJBPu30T https://t.co/UB8XqapdzZ"
2,"Thank you Wilmington, North Carolina!
#MakeAmericaGreatAgain https://t.co/ZnnaSPF5or"
2,"Join me in Oklahoma tomorrow night!
#MakeYoutubeGreatAgain #Trump2016
https://t.co/sUTcDoip3C"
2,"RT @DanScavino: #GOP front-runner, @realDonaldTrump press conference at the border. #Laredo #Texas #MakeAmericaGreatAgain #Trump2016
http:/_"
2,Thank you Mark. #GOPDebate  https://t.co/jeaiAvgEEC
2,"New York, we will make America great again! https://t.co/KyxbaW4fsL"
2,"For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmericaGreatAgain"
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/arJERjlYCO
2,RT @DanScavino: THANK YOU FOR SERVICE!! Thank you for your support of @realDonaldTrump #Trump2016! Love hat! #MakeAmericaGreatAgain  https:_
2,"Thank you- Plymouth, New Hampshire! #FITN #NHPrimary https://t.co/1hzn6iZIEw"
2,"#MakeAmericaGreatAgain #Trump2016
UNIFYING THE NATION
Video: https://t.co/1ZWE5R183k https://t.co/Md10pL1wn8"
2,"""@RoniSeale: @realDonaldTrump  @foxandfriends #GoTrump #GOP #VoteTrump #MakeAmericaGreatAgain #Trump2016"""
2,"Thank you Indiana! #Trump2016
#MakeAmericaGreatAgain https://t.co/G4JlShRA6I"
2,"#MakeAmericaGreatAgain #Trump2016
https://t.co/vqrkZwc2ae https://t.co/vz73TaAjjc"
2,"Thank you, America!
#MakeAmericaGreatAgain #Trump2016 https://t.co/7xxWD0au9H"
2,"Join me in Carmel, Indiana- tomorrow at 4pm! #INPrimary
https://t.co/tfW6B0eZDm https://t.co/ZiofZ2D6ck"
2,"#MakeAmericaGreatAgain #Trump2016
https://t.co/PUGaxGCASM https://t.co/1O67oFDofU"
2,#MakeAmericaGreatAgain #Trump2016  https://t.co/zIn9Zl4Ukx
2,Thank you Indiana! #Trump2016 https://t.co/WAuI0nRNzX
2,Another great poll result! Thank you! http://t.co/loMirPFLIZ
2,"""@justintupper: @realDonaldTrump You are a machine. Success leaves clues. #MakeAmericaGreatAgain"""
2,"In Tampa, Florida- thank you to all of our outstanding volunteers who want to #MakeAmericaGreatAgain! https://t.co/04qqpGylT7"
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/r9ARuMdyMn
2,Thank you for your support! Being #PoliticallyCorrect will NOT #MakeAmericaGreatAgain! https://t.co/lC9l8PnRZX https://t.co/yOJTHcSPJo
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/yFhZd55GD9
2,Thank you America! Together- we will #MakeAmericaGreatAgain! https://t.co/MWMFn4asWH
2,"Thank you Atlanta, Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt"
2,Thank you! #Trump2016 https://t.co/ZWZkHrtRQN
2,"THANK YOU PORTLAND, Maine!
#MakeAmericaGreatAgain #Trump2016
https://t.co/6lMFR6z8xO https://t.co/eKGxNbG6wD"
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/e9dEs4HuwQ
2,THANK YOU Arkansas! Get out &amp; #VoteTrump on Tuesday. We will MAKE AMERICA SAFE &amp; GREAT AGAIN! https://t.co/evoiSpn8PX
2,"Join me tomorrow! #Trump2016
#MakeAmericaGreatAgain

Omaha, Nebraska:
https://t.co/2OWQIlNutu

Eugene, Oregon:
https://t.co/oroTbvsNdQ"
2,"Keep lightweight Marco and his friends out of the White House.
#MakeAmericaGreatAgain #Trump2016 https://t.co/hNkkRx66Hc"
2,"Thank you- Nashua, New Hampshire!
#MakeAmericaGreatAgain #Trump2016
https://t.co/NpJGvQwYU5 https://t.co/9h8CgrCXGB"
2,"Thank you Miss Katies Diner!
#MakeAmericaGreatAgain #Trump2016
https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT"
2,"Thank you! #Trump2016
https://t.co/SPJfMFyPjU"
2,"#MakeAmericaGreatAgain #ImWithYou
https://t.co/lb5ViCDH0g https://t.co/roVn7pAVfy"
2,"""@TheWTFTahoe: @realDonaldTrump will #MakeAmericaGreatAgain"""
2,"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT"
2,"""@winkiechance: @VickyBrush @RWSurferGirl @realDonaldTrump He has MY vote too! #MakeAmericaGreatAgain"""
2,Thanks! https://t.co/5jiSyvQiNj
2,"""@DJTrump2016: DONALD TRUMP FULL INTERVIEW: Fox and Friends (11-03-15) https://t.co/hvEavMtbac  #MakeAmericaGreatAgain #Trump2016"""
2,"Join me in Tuscon, Arizona- tomorrow! #MakeAmericaGreatAgain #Trump2016
https://t.co/1Yak4I5B7b"
2,Thank you Louisiana! #Trump2016 https://t.co/u8hhrRRFMp
2,"""@tas0727: @realDonaldTrump Make America Great again vote Donald Trump"""
2,"Thank you @SenatorSessions!
#MakeAmericaGreatAgain #Trump2016
https://t.co/Szs0QF88HR https://t.co/UL6t60TTjP"
2,RT @DanScavino: #GOP front-runner @realDonaldTrump launches2 a double digit lead in National Primary Polls. #MakeAmericaGreatAgain http://t_
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/uMLm0Gd3lX
2,"Todays third stop- Londonderry, New Hampshire! Thank you!
#FITN #VoteTrumpNH https://t.co/pRpcxaZ7ov"
2,CNBC poll: Trump won #GOPDebate #MakeAmericaGreatAgain #Trump2016 https://t.co/JEyniIGJPJ https://t.co/wEdauo3Drm
2,"""@Nay_2xTimes: Great interview on #NewDay @realDonaldTrump #MakeAmericaGreatAgain"""
2,I will be doing the @TodayShow live from New Hampshire at 7am on Monday morning. #TrumpToday
2,"Thank you for the support, South Carolina! #USSYorktown
#MakeAmericaGreatAgain #Trump2016 https://t.co/n0Ph35qsKV"
2,"THANK YOU AMERICA!
#MakeAmericaGreatAgain #Trump2016 https://t.co/TRrdR0nlpM"
2,"THANK YOU AMERICA!
#MakeAmericaGreatAgain https://t.co/PvhGP2HmbN"
2,"Thank you- Nashua, New Hampshire! #MakeAmericaGreatAgain #Trump2016
#NHPolitics #FITN https://t.co/QPj5gb3wib https://t.co/I1lMmcYk3l"
2,#trump2016 https://t.co/f9ujgy3nsk the hook. Realdonaldtrump takes 2016 i
2,Thank you Rep. Collins! #Trump2016 https://t.co/zkmPywMDxg
2,"Thank you Abingdon, Virginia!
#MakeAmericaGreatAgain
https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno"
2,"Thank you West Chester, Pennsylvania!
#PAPrimary #VoteTrump
https://t.co/Qva1QtmhpS https://t.co/CF9SYBqka7"
2,"Thank you California! See you soon!
#MakeAmericaGreatAgain #Trump2016
https://t.co/uJCqbQYYWR https://t.co/8rqI4mQ3Tw"
2,RT @DanScavino: Former #NYC #Mayor Rudy Giuliani on @realDonaldTrump &amp; his run for #POTUS. Lets #MakeAmericaGreatAgain w #Trump2016! http:_
2,Thank you @EricTrump! https://t.co/U1iTLmcbAc
2,"Get out and VOTE tomorrow! We will MAKE AMERICA GREAT AGAIN!
#CTPrimary #DEPrimary #MDPrimary #PAPrimary #RIPrimary
https://t.co/ndi8sZI1Gt"
2,Thank you Dan--I agree! Best wishes. https://t.co/DAEomTNoMq
2,Great! https://t.co/Je440dDZbs
2,"Thank you Oklahoma &amp; Virginia!
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV"
2,"""@hillx123: @realDonaldTrump #MakeAmericaGreatAgain https://t.co/NbiUrwMY37"" Leading big Nationwide in Reuters poll - great!"
2,"Thank you Georgia! See you soon!
#Trump2016 https://t.co/8yFd6qA4rD"
2,Thank you Indiana! #Trump2016 https://t.co/shPWexfkVX
2,"https://t.co/ZbyQQkfwAh
#MakeAmericaGreatAgain #Trump2016 https://t.co/y2XPvEoy7B"
2,"Clear winner of the #GOPDebate. Thank you for your support!
#MakeAmericaGreatAgain #Trump2016 https://t.co/dl6IuSHwtK"
2,"THANK YOU Daytona Beach, Florida!
#MakeAmericaGreatAgain https://t.co/IAcLfXe463"
2,"Dont ever forget, we will, together, MAKE AMERICA GREAT AGAIN!"
2,"Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN!
https://t.co/8pfvTZngrZ https://t.co/QiO0nwcFSA"
2,RT @DanScavino: We read it all #USA! Thank you!! Lets #MakeAmericaGreatAgain with @realDonaldTrump as our 45th #POTUS! #Trump2016__ http:/_
2,"On my way to Iowa- just received new national poll numbers. Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/sQ9UEVW4Vp"
2,A big day for New York and for our COUNTRY! MAKE AMERICA GREAT AGAIN!
2,Thank you Georgia! I appreciate all of your support. #Trump2016 https://t.co/oNbgRpjKDl
2,"#IACaucus #CaucusForTrump
#iCaucused #iVoted
https://t.co/jSYl2IYjPO"
2,"Such joenbc for many, really smart. Timkaine is not a #makeamericagreatagain #trump2016 https://t.co/jvi6q6jh18 thebrodyfile"
2,Thank you! We are at 35% in new Reuters poll with #2 coming in at 12%. Time to #MakeAmericaGreatAgain!#Trump2016 https://t.co/0l00OVCo5b
2,THANK YOU! #Trump2016 https://t.co/QmDcCKppEu
2,New CNN/WMUR New Hampshire poll just released. Thank you! #FITN #Trump2016 https://t.co/sZr9taU20G
2,"""@KittenHoliday: At the neighborhood bar talking about @realDonaldTrump we need him"" We will make America great again!"
2,"Thank you America! #Trump2016
https://t.co/fNMPlXpkFf https://t.co/W1biUNTvFk"
2,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!
https://t.co/pUtN4kFhDK"
2,"#VoteTrumpID! #Trump2016
https://t.co/c6NHn6d6jX"
2,"""@raleynicole143: I cant wait to be able to tell my kids I voted for @realDonaldTrump __ #MakeAmericaGreatAgain"""
2,"Join me in Redding, California tomorrow at 1pm! #Trump2016 #CAPrimary
https://t.co/tyllhxJHC7 https://t.co/vDq7lgaHla"
2,Thank you. https://t.co/iGNIDSqlfZ
2,"Thank you, New Hampshire! #FITN https://t.co/uZItWkqQZa"
2,Thank you Newt!  https://t.co/6FkwdpI0Oj
2,"""@RoniSeale: @foxandfriends Trump is surging, leading,&amp; breaking EVERY poll because #TrumpIsRight #GoTrump #MakeAmericaGreatAgain #Trump2016"
2,"RT @DanScavino: Presidential Candidate, @realDonaldTrump continues 2surge. #GOP National Polls. #MakeAmericaGreatAgain #Trump2016 http://t._"
2,"""@kathystone1221: @realDonaldTrump @therealbigdt @FoxNews @krauthammer #MakeAmericaGreatAgain #TeamTrump#usa....Trump 2016 !!!"""
2,Thank you Iowa! I appreciate all of your support @IowaCentral &amp; @ethanolbyPOET this evening! #Trump2016 #IACaucus https://t.co/mJzLcXjtpf
2,"#MakeAmericaWorkAgain
#TrumpPence16 #RNCinCLE
https://t.co/bsUp4MSysD https://t.co/mYBjp03XYf"
2,"""Hillary could lose to Trump in Democratic New York""
#MakeAmericaGreatAgain #Trump2016
https://t.co/fQR48CVIbt"
2,Thank you.  https://t.co/BbD9deWjbQ
2,"THANK YOU Atlanta, Georgia! Leaving for Nevada now. Lets MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/wHfraU67yX https://t.co/WqvxMwJk2S"
2,"""@sacquisto23: .@realDonaldTrump you are the best candidate this great country has seen in decades. #MakeAmericaGreatAgain"""
2,"#IowaCaucus #CaucusForTrump
https://t.co/fxqBAKeO9Z https://t.co/F0zXXegeoY"
2,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/249n3yLQxS
2,"Thank you Wilkes-Barre, Pennsylvania!
#MakeAmericaGreatAgain #Trump2016
https://t.co/FJbNlidwJF"
2,Thank you Illinois! #Trump2016 https://t.co/Ol0u2Krkwc
2,Thank you Iowa! Great night---see you soon! #Trump2016 https://t.co/aCHH90cNRg
2,Thank you South Carolina! Everyone get out and vote tomorrow! We will #MakeAmericaGreatAgain! https://t.co/Q2qxHINAHo
2,"Thank you Washington! #Trump2016
#MakeAmericaGreatAgain https://t.co/v9glTwj6gy"
2,"Thank you, California! Will see you soon! #MakeAmericaGreatAgain
https://t.co/VyxSXUEkZn https://t.co/5rk1U4dQ7r"
2,"""@samijs1: Hahahahahahaha...love it!  #MakeAmericaGreatAgain #Trump2015 #TrumpTrain Choo choo...all aboard! :) http://t.co/HNp2DfdgpS"""
2,"Thank you Las Vegas, Nevada!
#Trump2016 #AmericaFirst
https://t.co/vhGwmhGCVR https://t.co/m1EIra7YMU"
2,#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l
2,Thank you South Carolina!  https://t.co/U1HoDmuuH3
2,"Thank you for your continued support!
#MakeAmericaGreatAgain #Trump2016 https://t.co/SLo49cY9KB"
2,I will be on @Morning_Joe live from New Hampshire tomorrow at 7am. #Trump2016 #MakeAmericaGreatAgain
2,Thank you Pennsylvania! #Trump2016 https://t.co/mucxspuHnV
2,Great! https://t.co/oJ6sqHB3MA
2,"Thank you Fort Wayne, Indiana!
#Trump2016 #INPrimary https://t.co/mDGrmMmk5T"
2,#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt
2,"New Iowa poll. Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/19sshZ8dSu"
2,"""Minorities line up behind.....Donald Trump"" #Trump2016 #MakeAmericaGreatAgain https://t.co/cEMKihLZbK https://t.co/SxuutW2onm"
2,"Thank you, Iowa! #FITN #IACaucus
#MakeAmericaGreatAgain #Trump2016 https://t.co/wVJldvTSag"
2,LIVE on #Periscope: Good morning Iowa! Lets #MakeAmericaGreatAgain #Trump2016  https://t.co/zSLKMCk0tW
2,"Thank you Virginia! 15,000 amazing supporters! Everyone get out and #VoteTrump tomorrow! https://t.co/Zg0OhOdtkV"
2,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN"
2,"Thank you Fort Lauderdale, Florida.
#MakeAmericaGreatAgain https://t.co/cjivzdRpU1"
2,"Get out and vote West Virginia, we will MAKE AMERICA GREAT AGAIN!"
2,"A great night in Macon, Georgia! Thank you for all of the support. Together, we will #MakeAmericaGreatAgain! https://t.co/NnyonhWcye"
2,"RT @DanScavino: #GOP front-runner, @realDonaldTrump wins #CNNDebate at Reagan Library. #GOPDebate #Trump2016 #MakeAmericaGreatAgain http://_"
2,"MAKE AMERICA GREAT AGAIN!
https://t.co/SULeDE2PYp"
2,"Great new poll- thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/SZyZ8GkF23"
2,"Join me on Tuesday- in Greensboro, North Carolina! #Trump2016 #AmericaFirst https://t.co/iaL5IGTfV3"
2,"Just out, wonderful poll in North Carolina. #Trump2016
#MakeAmericaGreatAgain
https://t.co/xdZGkdtNev"
2,The Pledge #MakeAmericaGreatAgain http://t.co/5OVWdxgLn9
2,"Another new poll. Thank you for your support! Join the MOVEMENT today!
#ImWithYou https://t.co/3KWOl2ibaW https://t.co/miT4atHxQz"
2,"MAKE AMERICA GREAT AGAIN!
https://t.co/0w4ldD7dW3"
2,"Just received from @PeteRose_14.
Thank you Pete! #VoteTrump on
Tuesday Ohio! #Trump2016
#MakeAmericaGreatAgain https://t.co/UvP03n7dQq"
2,"#FoxNews Poll - THANK YOU!
#MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3"
2,"Thank you Houston, Texas!
#AmericaFirst #Trump2016
https://t.co/593p8uRPhq"
2,"THANK YOU- Baton Rouge, Louisiana! WE will #MakeAmericaGreatAgain! #Trump2016 https://t.co/XV7EIe7A2l"
2,"MAKE AMERICA GREAT AGAIN!
https://t.co/iiXHgM7aA2"
2,Great Twitter poll- and I wasnt even there. Thank you! #GOPDebate https://t.co/yLJGkoOeBg
2,"Wow! Thank you Louisville, Kentucky!
#VoteTrump on 3/5/2016! Lets #MakeAmericaGreatAgain!
https://t.co/frO6s3NKpp https://t.co/xFwWRrro3l"
2,"""@TPFA_KathyA_1: Well be watching. @realDonaldTrump 2016! Will #MakeAmericaGreatAgain @foxandfriends : http://t.co/5ED5TFC6xc"""
2,Thanks.  https://t.co/qVDlJToLqz
2,"Record of Health: https://t.co/ZDDDawwYVl
#MakeAmericaGreatAgain #Trump2016"
2,"MAKE AMERICA GREAT AGAIN!
https://t.co/VxVOG3c5RZ"
2,Thank you! #MakeAmericaGreatAgain https://t.co/sVUWI7JoGn
2,Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm
2,"#MakeAmericaGreatAgain #NYPrimary
https://t.co/x0smlMCWau"
2,"""@PrimMrs: @Rockprincess818 The best Immigration Policy yet! Time for @realDonaldTrump to #MakeAmericaGreatAgain"""
2,MAKE AMERICA GREAT AGAIN! https://t.co/MAZK5bdZuD
2,"True, thanks. https://t.co/xD2hlCobgo"
2,"""@Foosball38: @realDonaldTrump we need a Real LEADER to LEAD. Lets make America great again! VOTE TRUMP 2016"""
2,"The silent majority- is silent no more! Remember the importance of VOTING!
#MakeAmericaGreatAgain #Trump2016 https://t.co/wBdSg5ab25"
2,Thank you @FrankLuntz  https://t.co/gpJBNXKV3e
2,"""@carrillo_pete: @realDonaldTrump great numbers #MakeAmericaGreatAgain""  Thanks."
2,"New Reuters poll! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/KDVZoUia4I"
2,#MakeAmericaGreatAgain #Trump2016  https://t.co/l5TyL8U4e8
2,Thank you for your support! Together we can #MakeAmericaGreatAgain! #Trump2016 https://t.co/qni36GI6fV
2,"Join me in Phoenix, Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst
https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd"
2,Thank you Georgia! I had a great afternoon with all of you! I will be back soon. #MakeAmerciaGreatAgain http://t.co/gkFoShg2xh
2,"Thank you New Orleans, Louisiana!
#MakeAmericaGreatAgain #VoteTrump
https://t.co/tI1h9xT9GX https://t.co/0bf7BOlWEj"
2,Thanks. https://t.co/aZXLgvWeGm
2,"""@keksec_org: @realDonaldTrump You said it best! #MakeAmericaGreatAgain"""
2,"Thank you for a great day yesterday, Rhode Island! #VoteTrump
https://t.co/nAlgNIIdyo"
2,TODAY WE MAKE AMERICA GREAT AGAIN!
2,MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD
2,Will be on @jimmykimmel in 20 minutes on @ABC. #Kimmel #Trump2016 #MakeAmericaGreatAgain
2,"#AmericaFirst #RNCinCLE
https://t.co/PvdTA8HTCC"
2,#makeamericagreatagain #trump2016 https://t.co/ub7fx7a835 you nh &amp; colehudson68 rest! Between iraq.
2,"Join me in Florida tomorrow!
#MakeAmericaGreatAgain

Daytona | 3pm-
https://t.co/jbOS2s4qGI

Jacksonville | 7pm-
https://t.co/XSF1kp7R54"
2,"Join me in Wichita, Kansas tomorrow morning! Looking forward to it!
#MakeAmericaGreatAgain #Trump2016
https://t.co/HtVKgLdKcp"
2,"Thank you Speaker @PRyan!
#AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc"
2,RT @DanScavino: New Hampshire poll shows 43% say they feel @realDonaldTrump can BEST handle the #economy. #MakeAmericaGreatAgain__ http://t_
2,Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw
2,"""@007cigarjoe: #MakeAmericaGreatAgain #Trump2016 @realDonaldTrump IS THE ONLY DEAL !!! https://t.co/PQHIM7AbvK"""
2,"So nice, thank you Laura.  https://t.co/F42OC3yFa9"
2,Thank you! Vote in 2016! #MakeAmericaGreatAgain https://t.co/XFD3h2N50J
2,True! https://t.co/zuI0QYYCaQ
2,"Thank you Bridgeport, Connecticut!
#MakeAmericaGreatAgain #Trump2016
https://t.co/GCtTKnNq06 https://t.co/qcuDCyBzCN"
2,"Thank you, Florida! #SuperTuesday
#MakeAmericaGreatAgain #Trump2016 https://t.co/nzhnLQXrZg"
2,"Thank you- Tucson, Arizona! A great afternoon with 6,000 supporters! #VoteTrump on Tuesday!
#MakeAmericaGreatAgain https://t.co/CTgYrLnAWV"
2,Thank you Newt! https://t.co/FOh7qEnKUF
2,"THANK YOU, NEW YORK!
#MakeAmericaGreatAgain #Trump2016
https://t.co/PuqiM93zOS https://t.co/fSgpKjwk2q"
2,"A great night in Raleigh, North Carolina! THANK YOU! #Trump2016 https://t.co/oouSXAe267"
2,"""@DDiTarant: America needs @realDonaldTrump ! #Trump2016 #BuildTheFence #MakeAmericaGreatAgain"""
2,"""@schwartzb: @realDonaldTrump we need your help Donald! Make us great again!"""
2,"""@realOllieTaylor: @realDonaldTrump @Freedomr@OANN Trump is the only one who can make America great again. Carsons sleepy, Jeb low energy."""
2,"""@DanScavino: Via Economist/YouGov 7ۢ24ۢ2015 #MakeAmericaGreatAgain #Trump2016"" http://t.co/GSXf8Tfzvn"
2,"Get out and vote Nebraska, we will MAKE AMERICA GREAT AGAIN!"
2,"Thank you America! #Trump2016
#MakeAmericaGreatAgain https://t.co/8B0J8Xt3dh"
2,Thank you. https://t.co/hFDFvwMY7Q
2,"""@eric_wagaman94: Super excited to watch @realDonaldTrump tomorrow night on @nbcsnl #MakeAmericaGreatAgain"""
2,"Thank you Hilton Head, South Carolina! @SCTeamTrump #Trump2016 https://t.co/RLCz17tIas https://t.co/L5IAlbsdkw"
2,"MAKE AMERICA SAFE AGAIN!
https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy"
2,"""@NeilTurner_: @realDonaldTrump https://t.co/uvn95NB6M0 With your help we can #MakeAmericaGreatAgain! #VoteTrump"""
2,"Thank you for your support &amp;
friendship- Governor @ChrisChristie!
#MakeAmericaGreatAgain #Trump2016 https://t.co/jVI6Q6JH18"
2,"THANK YOU, AMERICA! #Trump2016
#MakeAmericaGreatAgain
https://t.co/09hTbBgPHf https://t.co/uJnmDnvkUv"
2,#MakeAmericaGreatAgain #Trump2016 https://t.co/ZHM5w7jnss
2,"""@Unicurls: @realDonaldTrump Ill be in attendance. #YUGE #MakeAmericaGreatAgain #bamaforTrump""  Nice!"
