id,created_at,text
927249681545121793,2017-11-05 19:02:06,@ROIGIF @JohnOKelly51 @Aoife__Carey He names Soltan and Morsi. Soltan is giving Ibrahim and his comrades instructio… https://t.co/X7DpFjKaiM
927249396844122112,2017-11-05 19:00:58,@ROIGIF @JohnOKelly51 @Aoife__Carey I'm not holding your hand all night.
927249158121119744,2017-11-05 19:00:01,@ShariaIREbot In response to you. You asked why would the CATC support the MB. I explained why. Cos they are Nazis.
927248243821547521,2017-11-05 18:56:23,@ShariaIREbot Follow the link above and you immediately see links to proof the MB is anti-semitic and pro-Nazi. Video of their leaders.
927247792246009856,2017-11-05 18:54:35,@ROIGIF @JohnOKelly51 @Aoife__Carey Yes
927247571596316672,2017-11-05 18:53:43,"@ROIGIF @JohnOKelly51 @Aoife__Carey No. The 1st one on that page. Jesus, you need some hand holding."
927246294015528961,2017-11-05 18:48:38,@mark_omahony1 My entire site is full of sourced evidence. Show me one fact I have wrong.
927245895871156225,2017-11-05 18:47:03,@ShariaIREbot Sure. The MB is anti-semitic and pro-Nazi. Its religious leader praises the Holocaust. That's why the… https://t.co/JAJvj0zn1f
927245124593217537,2017-11-05 18:43:59,"@mark_omahony1 Feel free to post your ""evidence""."
927243672038596608,2017-11-05 18:38:13,@ROIGIF @JohnOKelly51 @Aoife__Carey No. It's on my page. https://t.co/9hXCWDB4Qe
927242301163925509,2017-11-05 18:32:46,@ROIGIF @JohnOKelly51 @Aoife__Carey John linked to the translation. Ibrahim cited Soltan and Morsi as his leaders.… https://t.co/h16qDIwEKG
927241730902188035,2017-11-05 18:30:30,"@ShariaIREbot He is not ""in"" the group. The Egyptian Nazi is the leader of the group. Awkward for Ibrahim and you."
927241566015672320,2017-11-05 18:29:51,I predicted that Halawa cultists would be defending the Egyptian Nazis by the end of the day. We're close ... https://t.co/P7mvSpajfu
927240487324577792,2017-11-05 18:25:34,@JohnOKelly51 @ROIGIF @Aoife__Carey What John Kelly says is entirely correct and can be proved in court. Ibrahim ci… https://t.co/JwQKiJOZUn
927238807233224704,2017-11-05 18:18:53,This is your brain on Halawa.
927238690598014976,2017-11-05 18:18:25,"I love it. ""Humphrys Truthers"" have emerged. Halawa fans who think I run multiple accounts. This is hilarious. https://t.co/hXXoPws3Y6"
927235379907973122,2017-11-05 18:05:16,I think I answered this one. https://t.co/hHzED1qNBJ
927234909420257281,2017-11-05 18:03:24,@ShariaIREbot Their leader is the founder of the Egyptian Nazi Party. https://t.co/GQODC2TOX1
927218541719379968,2017-11-05 16:58:21,"Halawa crackpot: Show me proof.
Me: Here.
Halawa crackpot: I'm not looking at that.
https://t.co/k1Svu28oU4"
927218096817033221,2017-11-05 16:56:35,RT @franjohnson_ie: @WellNowUniverse @Logicdivilment @willnestor Well now Chairperson @SocDemsGalway &amp; member of @SocDems National Council…
927218019402747904,2017-11-05 16:56:17,"@franjohnson_ie @WellNowUniverse @Logicdivilment @willnestor @SocDemsGalway @SocDems Frankly, they are lies about me."
927217650379436032,2017-11-05 16:54:49,@mark_omahony1 You are a member of a cult. Too much invested to change now.
927217521769570304,2017-11-05 16:54:18,@mark_omahony1 Watch the clip. He mentions them to show some Christians supported the MB so it was good. Ryan did n… https://t.co/BthcxalPg3
927216923234000898,2017-11-05 16:51:56,"@ShariaIREbot Your hero Ibrahim mentioned the Nazis (""Christians Against the Coup"") approvingly on the Late Late on Friday. Explain that."
927216460358930433,2017-11-05 16:50:05,"@mark_omahony1 4 years later, he does not know they are Nazis??"
927216300421611525,2017-11-05 16:49:27,@David_Smyth90 Those are links to things not on my website. It is you who has trouble reading. I link to all original sources.
927216043780726784,2017-11-05 16:48:26,@mark_omahony1 In his speech he cited two MB leaders as his leaders.
927215636941557760,2017-11-05 16:46:49,@mark_omahony1 So why did he approvingly mention them 4 years later?
927215317188841473,2017-11-05 16:45:33,"@David_Smyth90 My website links to all the sources. 
13 People who say Clonskeagh is Muslim Brotherhood https://t.co/8gUjEWkXmJ"
927215097189199873,2017-11-05 16:44:40,@David_Smyth90 @DavQuinn Why did he cite two MB leaders as his leaders? Explain.
927212667537973248,2017-11-05 16:35:01,"@David_Smyth90 @DavQuinn Name one ""lie"". Or do you just posture."
927212550059692034,2017-11-05 16:34:33,"@David_Smyth90 His father is a senior MB leader globally. That is a fact, not a libel."
927212392211271686,2017-11-05 16:33:55,@David_Smyth90 @DavQuinn Untag me from your stuff then.
927211691779162117,2017-11-05 16:31:08,"@David_Smyth90 Ibrahim is a supporter of the MB. That is a fact, not libel. He spoke at a MB rally, citing MB leaders as his leaders."
927211104274706432,2017-11-05 16:28:48,@hackett1982 LOL. I am the only one who noticed.
927210467520667654,2017-11-05 16:26:16,@David_Smyth90 @DavQuinn Again in English?
927210383013793792,2017-11-05 16:25:56,@David_Smyth90 What on earth is your tweet meant to mean? No idea.
927209651023826945,2017-11-05 16:23:02,Ibrahim Halawa #IbrahimHalawa approvingly mentioned a pro-Nazi group on the #latelate and no one noticed except me. https://t.co/GQODC2TOX1
927207043781586944,2017-11-05 16:12:40,@himnextdoor Go away.
927199491760979968,2017-11-05 15:42:40,RT @EarnYourKeep83: @WellNowUniverse @markhumphrys @Logicdivilment @willnestor Funny how they call everybody out for being nazi while defen…
927199223858294784,2017-11-05 15:41:36,@ronanfitz22 @AmberLeaf_Mafia @NiamhNolan8 Sort of. There were actual Nazis there (Christians Against the Coup). Th… https://t.co/qh6aTxhi8F
927192649920073728,2017-11-05 15:15:28,"Dear Lamh. This morning I discovered there were actual Nazis in the crowd Ibrahim spoke to. (See my TL.)
Your move. 
https://t.co/QMROaGbutf"
927191257901760517,2017-11-05 15:09:56,Update for Siobhan: This morning I discovered there were actual Nazis in the crowd Ibrahim spoke to. See my TL.  https://t.co/qL0HYfbqmV
927189895646449666,2017-11-05 15:04:32,"Only 12 hours after this daft tweet, I (and I alone) discovered Ibrahim Halawa WAS making speeches to Nazis!  https://t.co/7Duo2MC1m4"
927187969831776256,2017-11-05 14:56:52,@sn0wba1111 @statsfuture @Ciaan16 Well I don't want to stalk him. If there is a public proof somewhere send it.
927187285002596352,2017-11-05 14:54:09,@RhetoricalMole I have a page on it: https://t.co/3DI5GhWx8A
927187049140154368,2017-11-05 14:53:13,"@ronanfitz22 If you stopped following me, you might feel better."
927155020495310848,2017-11-05 12:45:57,"@ronanfitz22 Those ""concerns"" are from people who find reading hard, so want to focus on skin colour not facts."
927154662230450176,2017-11-05 12:44:31,"@ronanfitz22 Pathetic. I have discovered he promoted a Nazi-linked org on the LLS. That is real journalism, of the… https://t.co/NTiwQsr6co"
927152782473342976,2017-11-05 12:37:03,"@ronanfitz22 FFS. You knew who ""Christians Against the Coup"" were while watching the #latelate? I didn't, and I bet no one in Ireland did."
927150984631119877,2017-11-05 12:29:55,@ronanfitz22 Think you missed the other tweets in my thread. Your hero promoted a Nazi-linked org. Awkward for you.
927140900614098944,2017-11-05 11:49:50,Fun fact! Ibrahim Halawa approvingly mentions a Nazi-linked organisation in this short #latelate clip. https://t.co/fjfJuNFdII
927137321606090752,2017-11-05 11:35:37,RT @PaulOMahony5: @markhumphrys Please dont leave this matter go. Your work has changed peoples views and opinions on this whole subject an…
927137275774996481,2017-11-05 11:35:26,@PaulOMahony5 Totally true for me too.
927137117565792257,2017-11-05 11:34:48,@sn0wba1111 @statsfuture @Ciaan16 link?
927137069071257600,2017-11-05 11:34:37,@PaulOMahony5 Thanks. I like facts.
927136926452408320,2017-11-05 11:34:03,@pjduibhir @BrianHMurphy1 They are both here: https://t.co/RVX7artLcY
927136528383533056,2017-11-05 11:32:28,"@splendid_savage @Trickstersworld @Colmogorman @ibrahimhalawa13 I never knowingly ""like"" tweets from Holocaust deni… https://t.co/kmDeDaJaJg"
927133809170092032,2017-11-05 11:21:40,Cue Irish leftists defending Nazi Egyptian Christians all day today.
927133684402139136,2017-11-05 11:21:10,4. Here is the religious head of the MB supporting Hitler and the Holocaust. Ends.  https://t.co/dNyaYpKcq4
927133375130939392,2017-11-05 11:19:56,3. The guy is Rami Gan in the video above. So why does the MB appeal to the tiny number of Egyptian Nazi Christians?
927133001590374401,2017-11-05 11:18:27,"2.  ""Christians Against the Coup"" are a tiny microgroup led by a founder of the Egyptian Nazi Party. This guy: https://t.co/eAejyvp5p1"
927132488966778881,2017-11-05 11:16:25,"1. Brand new research! Please RT. Ibrahim said ""Christians Against the Coup"" were at his MB protest, so it was cool. https://t.co/fjfJuNFdII"
927131486075179008,2017-11-05 11:12:26,@BrianHMurphy1 Yes. They abuse and libel me precisely because reading up facts is hard and they don't want to do that.
927118028642373633,2017-11-05 10:18:57,@PaulOMahony5 She relentlessly tried to link me with Nazis I never heard of. So I blocked her. She wouldn't stop.
927102492999127040,2017-11-05 09:17:13,@whittondene It's incredibly insulting to liberal Muslims and ex-Muslims and Arab Christians. They all despise people like Daithi.
927099549549768709,2017-11-05 09:05:31,@boggywood Thanks Helen. It is a fascinating episode. Ibrahim Halawa has become like something of religious signifi… https://t.co/4dSPdMM9ia
927099053619531777,2017-11-05 09:03:33,@CahillGarry @rte @TV3Ireland @SkyNews Absolutely. I'm game for it.
927098602937307136,2017-11-05 09:01:46,"Leftists this week: ""Who TF are you? Why would Halawa debate you? Prick.""
Colm O'Gorman:  ""MH led the charge"". 😃https://t.co/vJEosZNe9P"
927097427680813056,2017-11-05 08:57:06,"@CahillGarry @rte @rtenews @TV3Ireland @SkyNews Yes, a debate is long overdue."
927097215985881088,2017-11-05 08:56:15,@Mccarthytim2 The Halawas should debate their critics.
927096847713349632,2017-11-05 08:54:47,"@jeffcahill79 ""Halawa supporters"", like ""Sinn Feiners"", is a good collection if you want to find some of the worst people in Ireland."
927085687664463872,2017-11-05 08:10:27,"I don't like blocking people. I like to communicate with the enemy. Please try to debate without foul abuse and libel, Halawa supporters."
926974350061907968,2017-11-05 00:48:02,@AuntieDote @SWW_Ie  Doesn't speak English.
926964727250673665,2017-11-05 00:09:47,.@AuntieDote @SWW_Ie You obviously don't know who they are. Morsi and Soltan are in jail. Qaradawi is banned from Ireland.
926964123317030912,2017-11-05 00:07:23,@claffe_john  is there proof that is cunions?
926963830172913665,2017-11-05 00:06:13,RT @IamJustice_LY: @markhumphrys His tweet is an example of why some people would rather use a pseudonym/ alias online then use his/her rea…
926960442584588289,2017-11-04 23:52:46,@statsfuture @Ciaan16 How do you know that is Cunions?
926960277152829440,2017-11-04 23:52:06,RT @whittondene: @markhumphrys Seems just a tad bigoted to assume minority = supports Islamists. Must be a sad life to look at the world an…
926959894200233984,2017-11-04 23:50:35,@JohnOKelly51 @JamieGlazov Start with my Sunday Times article: https://t.co/MR4iVydh6e
926959631896805376,2017-11-04 23:49:32,RT @Simonc46176551: @markhumphrys Imargined being a minority in a mb run state! That would be a scary existence. But I like diverse thought…
926952736175853568,2017-11-04 23:22:08,@ronanfitz22 Pathetic shite Ronan. Go to bed.
926951033229795330,2017-11-04 23:15:22,@foley_dermot Hilarious. I'll have a look!
926950299666911233,2017-11-04 23:12:28,"@tallrite Even a credit would have been nice. I made their show. 
(Of course, some Egyptian TV station is the real owner.)"
926949955713077248,2017-11-04 23:11:05,"@ronanfitz22 Do you know how Twitter works Ronan? The Nazi does not submit a ""request"" to reply to a tweet. He just… https://t.co/588OB88y93"
926949629530460161,2017-11-04 23:09:48,@rosspmccarthy Yes there are all sorts. Intellectual diversity - the SJW's worst nightmare.
926948900426211329,2017-11-04 23:06:54,@rosspmccarthy It's ok. My university is fine. A proper university. Freedom of speech. They do not entertain compla… https://t.co/Rqy4IFlwK8
926947142492712963,2017-11-04 22:59:55,@SlowPutter Ha. I do think I am patient. Here is a talk of mine if interested. https://t.co/m0v63sEUQ5
926946548726026241,2017-11-04 22:57:33,@pjduibhir It is a disgrace to attach offensive opinions to someone else's picture.
926945030207627264,2017-11-04 22:51:31,Another lowlife targeting my job today. This is what happens in Ireland if you research radical Islamists. https://t.co/PBMbojBHKa
926941190586499073,2017-11-04 22:36:16,"@NiamhNolan8 @ENARIrl Niamh, seriously, go away or block. I'm sick of your ""Nazi"" crap."
926940375041937408,2017-11-04 22:33:01,"@NiamhNolan8 @ENARIrl Please stop trying to link me to Nazi strangers, Niamh, or I will block you."
926940136868327424,2017-11-04 22:32:05,"This leftist blames me because a Nazi replied to my tweet.
This is how leftists argue. https://t.co/21wQakNEMr"
926938990388895745,2017-11-04 22:27:31,@NiamhNolan8 @ENARIrl Niamh can I tell you how Twitter works. People post replies WITHOUT asking permission. Incred… https://t.co/dofhBxKrSj
926937284515188738,2017-11-04 22:20:44,"@WellNowUniverse @Logicdivilment @willnestor Comment on what? As far as I know, you are making this event up."
926937178810220545,2017-11-04 22:20:19,"@WellNowUniverse @Logicdivilment @willnestor What Nazi came into my timeline? As far as I know, you are making this up."
926937144765108225,2017-11-04 22:20:11,"@WellNowUniverse @Logicdivilment @willnestor What Nazi came into my timeline? As far as I know, you are making this up."
926904984691671040,2017-11-04 20:12:24,@WellNowUniverse @Logicdivilment @willnestor  You link me to Nazis and then run away? Disgusting. Shame on you.
926901020730515456,2017-11-04 19:56:38,@WellNowUniverse @Logicdivilment @willnestor Give an example.
926900916690841600,2017-11-04 19:56:14,@WellNowUniverse @Logicdivilment @willnestor What literal Nazis? What are you on about? I can't read all of Twitter. Give an example.
926899806584430593,2017-11-04 19:51:49,"@WellNowUniverse @Logicdivilment @willnestor Does it disturb you that Ibrahim spent 6 weeks protesting for the MB,… https://t.co/hs2hcLJ1ek"
926899387514662923,2017-11-04 19:50:09,"@WellNowUniverse @Logicdivilment @willnestor Who the hell are you talking about? All Nazis are scum. 
Here is the r… https://t.co/KcLWNCeFTP"
926895151171211267,2017-11-04 19:33:19,@DefinedPolitik Your smear on Farage is so tenuous. Surely you have something better.
926894955699810305,2017-11-04 19:32:32,@DefinedPolitik Why are we talking about this?
926894054826225664,2017-11-04 19:28:58,@WellNowUniverse @Logicdivilment @willnestor What shite are you talking now? Since when have I expressed a shred of… https://t.co/2MbuEPmKiv
926893463194558464,2017-11-04 19:26:37,"@DefinedPolitik No, I don't think he did defend the terrorist act. That is the problem."
926892364874076160,2017-11-04 19:22:15,@DefinedPolitik Farage's group does not support terrorism.
926892153934155777,2017-11-04 19:21:24,@SWW_Ie Read about the case on my site. You sound like you know nothing.
926889183674814465,2017-11-04 19:09:36,@socmot Ibrahim cited two racists in his speech. Any pious comment on that?
926886403270742016,2017-11-04 18:58:33,@SWW_Ie Start here if you want to know what questions people have: https://t.co/0tVozVFHnb
926886288808120320,2017-11-04 18:58:06,"@SWW_Ie There are dozens of questions about him, his father, the ECFR, Qaradawi, Morsi, Soltan, etc. These questions will not go away."
926882763835355136,2017-11-04 18:44:06,@oceanclub @IzzyKamikaze Any more fucking stupid questions? That one was really dim.
926882491239227392,2017-11-04 18:43:01,"@DefinedPolitik If you can find Farage supporting terrorism, I will be interested. Otherwise, please park it."
926882296954851328,2017-11-04 18:42:14,@DefinedPolitik You are forcing me to be interested by asking me to denounce X who associates with Y who is friends… https://t.co/QD2iZeRDWW
926877218218889216,2017-11-04 18:22:04,"@DefinedPolitik I can't recall what you said, and am not interested in the topic. Just that you never proved that F… https://t.co/6VHmcGzPJu"
926876803041517568,2017-11-04 18:20:25,@Citizen02739298 Yes. https://t.co/9hXCWDB4Qe
926876346458017797,2017-11-04 18:18:36,@Citizen02739298 The family has had 4 years to dispute the translation on my site and they never have. They never will.
926876033210552320,2017-11-04 18:17:21,"@oceanclub @IzzyKamikaze You mean if you write a history PhD about Nazis, quoting what Nazis said, are you a Nazi?… https://t.co/BSnS2cPwqk"
926874932184829952,2017-11-04 18:12:58,@NiamhNolan8 @ENARIrl Niamh please go away or I need to mute you. Stop trying to link me with random Nazi scum I never heard of.
926874036059230208,2017-11-04 18:09:25,"@ShantiPixie @NiamhNolan8 Pixie, please untag me from your lies."
926873757347647489,2017-11-04 18:08:18,@NiamhNolan8 @ENARIrl @MohamedPorcine Never heard of the guy. Please untag me.
926873580872323074,2017-11-04 18:07:36,@caseye93 Thanks Pierre!
926873167565656064,2017-11-04 18:05:58,@DefinedPolitik I don't care tuppence about the Italian (?) guy. But the quote did not say he agreed with the terrorism.
926854300948680705,2017-11-04 16:51:00,"@NiamhNolan8 @ENARIrl Niamh, please do not 
1. tag me in your chats with Nazis, or 
2. pass on lies that I said IH was a ""terrorist""."
926853550726111232,2017-11-04 16:48:01,@DefinedPolitik Farage does not describe Breivik as his leader. I'm not sure that other fellow supported Breivik ei… https://t.co/kKHTSfImBl
926852558408306690,2017-11-04 16:44:04,"@oceanclub @IzzyKamikaze Why are you leaving out the words ""as your leader""?"
926851116649910272,2017-11-04 16:38:20,"Lots of Ireland watching the #latelate #IbrahimHalawa  
Credit to this genius: https://t.co/DHzF5WL0mZ https://t.co/VlFA7W750M"
926847300789469184,2017-11-04 16:23:11,"@ArtimusFoul @JimmyStench @IzzyKamikaze Fuck you, Aidan. I've had enough. Blocking you now."
926845234675372032,2017-11-04 16:14:58,@NiamhNolan8 @ENARIrl Niamh please untag me from whatever fights you are having with Nazi scum. Thanks.
926841755441524738,2017-11-04 16:01:09,@ronanfitz22 Ronan has so few takers on his sad little poll that he is trying to get me to vote.
926841311684186112,2017-11-04 15:59:23,@NiamhNolan8 @ENARIrl Can you untag me from your drivel please.
926838895865626625,2017-11-04 15:49:47,@Donosully1O @TrevHogan @Woolberto Video translation is here: https://t.co/9hXCWDB4Qe
926838833009840128,2017-11-04 15:49:32,@Donosully1O @TrevHogan @Woolberto It's because his father is a senior MB leader. Short intro here: https://t.co/MR4iVydh6e
926836137775259648,2017-11-04 15:38:49,RT @qwikpix: Ibrahim Halawa's address to the crowd in Cairo in 2013 and his explanation of it on @RTELateLateShow on 3Nov17. https://t.co/8…
926834055211094017,2017-11-04 15:30:33,"@oceanclub @IzzyKamikaze Paul, he cited the two racists as his leaders. You seem to be missing that bit."
926830444863041536,2017-11-04 15:16:12,@Colmogorman They only existed yesterday because of me. I saved them from deletion. And got the first one translated.
926829965722648577,2017-11-04 15:14:18,@oceanclub @IzzyKamikaze He cited the two racists as his LEADERS. Explain that.
926829767008985088,2017-11-04 15:13:30,@JimmyStench @Lamhfada It's literally all he's got.
926829494207332352,2017-11-04 15:12:25,"@AnGobanSaor @_SomeDad @cianrush180 @TheKavOfficial You're coming after me, chaps. I'm not tracking you."
926818449468174336,2017-11-04 14:28:32,@glenfieldman ok
926818279829721093,2017-11-04 14:27:52,"@Dailigh @ShantiPixie I don't normally block people just for libel, but I think I might start with you two."
926817960877887488,2017-11-04 14:26:35,@AnGobanSaor @NationalPartyIE @JustinBarrettNP @LeoSherlock @AitheantasEire @Jim_Sheridan I don't support Sisi or M… https://t.co/ftNfhG3lYq
926817700344610816,2017-11-04 14:25:33,@AnGobanSaor @NationalPartyIE @JustinBarrettNP @LeoSherlock @AitheantasEire @Jim_Sheridan You cite racists as your leaders? Really?
926817139364909056,2017-11-04 14:23:20,@ShantiPixie @Dailigh Stop lying about me.
926816863979524096,2017-11-04 14:22:14,"RT @derryborndo: @JimmyStench @Lamhfada @markhumphrys Lamhfada, if you can spot a factual error in Mark's Halawa work, that would move the…"
926816725500342272,2017-11-04 14:21:41,"@ShantiPixie @Dailigh Go away, liar."
926815111091802112,2017-11-04 14:15:16,"RT @onedarwinian: @markhumphrys @Lamhfada Mark, you certainly get trolled by some beastly people."
926814755746070528,2017-11-04 14:13:51,@AnGobanSaor @NationalPartyIE @JustinBarrettNP @LeoSherlock @AitheantasEire @Jim_Sheridan More nonsense deflection… https://t.co/b1ou8PM69B
926814436119269376,2017-11-04 14:12:35,@Colmogorman Last night was a vindication of my research. Ibrahim confirmed my two videos are real. A bad night for you.
926813651557761024,2017-11-04 14:09:28,@AnGobanSaor @NationalPartyIE @JustinBarrettNP @LeoSherlock @AitheantasEire @Jim_Sheridan He cited 2 racists in his speech. Explain that.
926812910000599044,2017-11-04 14:06:31,@Colmogorman @ibrahimhalawa13 Have you un-muted me Colm? I'm afraid last night was a very bad night for the Halawa… https://t.co/71B4UdckWS
